phage,host,study,label,k3dist,k6dist,GCdiff,Homology,host_species,host_genus
nc 041871,escherichia coli,NCBI_HR,1,0.31697061950861,0.307211443920255,-7.15598871729609,0,escherichia coli,escherichia
nc 041869,escherichia coli,NCBI_HR,1,0.317610687069283,0.308991960783665,-7.17882867138845,0,escherichia coli,escherichia
nc 041867,paenibacillus larvae,NCBI_HR,1,0.0599000889329279,0.184156596302851,-2.45243319175842,1,paenibacillus larvae,paenibacillus
nc 041865,pseudomonas aeruginosa,NCBI_HR,1,0.0854811155758038,0.176167219381222,-10.967152273019,1,pseudomonas aeruginosa,pseudomonas
nc 041864,escherichia coli,NCBI_HR,1,0.195121209273215,0.290457946515247,-13.1419605219257,1,escherichia coli,escherichia
nc 041863,escherichia coli,NCBI_HR,1,0.195985836187201,0.291532406077663,-13.1429148482499,1,escherichia coli,escherichia
nc 041861,enterococcus faecalis,NCBI_HR,1,0.343881142214329,0.380502837504628,2.32272073038998,1,enterococcus faecalis,enterococcus
nc 041860,streptomyces venezuelae,NCBI_HR,1,0.0558744744986909,0.122846665706085,-6.79897748076294,0,streptomyces venezuelae,streptomyces
nc 041859,flavobacterium psychrophilum,NCBI_HR,1,0.027890995488125,0.130099272725393,-1.11104273229951,1,flavobacterium psychrophilum,flavobacterium
nc 041858,bacillus pumilus,NCBI_HR,1,0.240509240313415,0.313880629905378,0.437189261273453,0,bacillus pumilus,bacillus
nc 041857,acinetobacter baumannii,NCBI_HR,1,0.0734953250014881,0.186711135641135,-1.46586830341729,1,acinetobacter baumannii,acinetobacter
nc 041856,streptomyces coelicolor,NCBI_HR,1,0.0824611953047542,0.152011470088801,-6.53313636206524,0,streptomyces coelicolor,streptomyces
nc 041855,mycobacterium smegmatis,NCBI_HR,1,0.0780998860543507,0.157331921421022,-5.9955426864493,1,mycobacterium smegmatis,mycobacterium
nc 041854,pectobacterium atrosepticum,NCBI_HR,1,0.549622772278561,0.46861460313912,-1.89936417967047,0,pectobacterium atrosepticum,pectobacterium
nc 041853,mycobacterium smegmatis,NCBI_HR,1,0.102609235030774,0.148582837645136,-3.43135134971718,0,mycobacterium smegmatis,mycobacterium
nc 041852,mycobacterium smegmatis,NCBI_HR,1,0.111646698426296,0.152435539557995,-3.85504113383227,0,mycobacterium smegmatis,mycobacterium
nc 041850,mycobacterium smegmatis,NCBI_HR,1,0.14506961674693,0.21156963841556,-4.55065236351079,0,mycobacterium smegmatis,mycobacterium
nc 041848,escherichia coli,NCBI_HR,1,0.0559700839756025,0.141006329486657,1.83215492895998,1,escherichia coli,escherichia
nc 041847,mycobacterium smegmatis,NCBI_HR,1,0.0847933843499374,0.172987216128846,-6.11963997231836,0,mycobacterium smegmatis,mycobacterium
nc 041846,mycobacterium smegmatis,NCBI_HR,1,0.144535971676469,0.210948735349017,-4.54562568796866,0,mycobacterium smegmatis,mycobacterium
nc 041845,flavobacterium columnare,NCBI_HR,1,0.106356602328079,0.219118416882332,-1.80355669509969,1,flavobacterium columnare,flavobacterium
nc 041844,mycobacterium smegmatis,NCBI_HR,1,0.1414281691975,0.191505521029995,-6.61210471087686,1,mycobacterium smegmatis,mycobacterium
nc 031107,erwinia amylovora,NCBI_HR,1,0.256799530690613,0.252568667499336,-2.39055940243815,0,erwinia amylovora,erwinia
nc 030937,xanthomonas arboricola,NCBI_HR,1,0.15053098181318,0.225193421892403,-5.4991632125406,0,xanthomonas arboricola,xanthomonas
nc 030928,xanthomonas arboricola,NCBI_HR,1,0.144969370331724,0.223482542767095,-5.55135064094907,0,xanthomonas arboricola,xanthomonas
nc 027392,propionibacterium acnes,NCBI_HR,1,0.256915501010153,0.352121432034162,-5.86921346308868,1,propionibacterium acnes,propionibacterium
nc 041870,pseudomonas aeruginosa,NCBI_HR,1,0.0871668848500441,0.175678531181985,-10.9294254685052,1,pseudomonas aeruginosa,pseudomonas
nc 041872,flavobacterium psychrophilum,NCBI_HR,1,0.299632114012816,0.30781916494285,-5.31462527949322,0,flavobacterium psychrophilum,flavobacterium
nc 041903,pseudomonas aeruginosa,NCBI_HR,1,0.251115995629862,0.353204996706445,-17.1748586128055,1,pseudomonas aeruginosa,pseudomonas
nc 041873,escherichia coli,NCBI_HR,1,0.100422252489024,0.207077673168336,-5.39484752105331,0,escherichia coli,escherichia
nc 041902,pseudomonas aeruginosa,NCBI_HR,1,0.0877600713636045,0.174024420000129,-10.9903666364956,1,pseudomonas aeruginosa,pseudomonas
nc 041901,mycobacterium smegmatis,NCBI_HR,1,0.115851368325823,0.14518900130849,-2.74674489728314,0,mycobacterium smegmatis,mycobacterium
nc 041900,klebsiella pneumoniae,NCBI_HR,1,0.274384994691268,0.294154111532893,-8.54240737719572,0,klebsiella pneumoniae,klebsiella
nc 041899,klebsiella pneumoniae,NCBI_HR,1,0.302182507927664,0.315269012664539,-12.1250640792057,0,klebsiella pneumoniae,klebsiella
nc 041898,escherichia coli,NCBI_HR,1,0.137904724317407,0.213141046165566,0.577655832826373,0,escherichia coli,escherichia
nc 041897,escherichia coli,NCBI_HR,1,0.13389400739603,0.215068996031713,0.5016990265283,0,escherichia coli,escherichia
nc 041896,campylobacter jejuni,NCBI_HR,1,0.232227842149698,0.285018860533784,-4.15328157118826,1,campylobacter jejuni,campylobacter
nc 041895,propionibacterium freudenreichii,NCBI_HR,1,0.0425980537620258,0.117468453893919,-1.57899166780822,1,propionibacterium freudenreichii,propionibacterium
nc 041894,propionibacterium freudenreichii,NCBI_HR,1,0.0432702912621923,0.12938912684609,-2.08429564663645,1,propionibacterium freudenreichii,propionibacterium
nc 041893,propionibacterium freudenreichii,NCBI_HR,1,0.0453593945806705,0.128681919057505,-1.70228892421331,1,propionibacterium freudenreichii,propionibacterium
nc 041892,propionibacterium freudenreichii,NCBI_HR,1,0.0508567520391172,0.139405604296985,-2.86151387812724,1,propionibacterium freudenreichii,propionibacterium
nc 041891,propionibacterium freudenreichii,NCBI_HR,1,0.0481023922887547,0.129511508561442,-1.8346837834001,1,propionibacterium freudenreichii,propionibacterium
nc 041890,propionibacterium freudenreichii,NCBI_HR,1,0.0488958436804592,0.139880358011279,-2.85365540712438,1,propionibacterium freudenreichii,propionibacterium
nc 041889,streptomyces azureus,NCBI_HR,1,0.117456484075516,0.188361974587292,-11.3737148431706,0,streptomyces azureus,streptomyces
nc 041888,mycobacterium smegmatis,NCBI_HR,1,0.0315640352983026,0.088604186959779,-1.58461017806101,1,mycobacterium smegmatis,mycobacterium
nc 041887,rhodococcus erythropolis,NCBI_HR,1,0.383298634636949,0.414930531606665,-21.1759871992211,0,rhodococcus erythropolis,rhodococcus
nc 041886,gordonia terrae,NCBI_HR,1,0.0697367566676653,0.121223585163896,-5.84143131065675,0,gordonia terrae,gordonia
nc 041884,acinetobacter baumannii,NCBI_HR,1,0.438529376681081,0.370093215705364,-8.1985643687083,1,acinetobacter baumannii,acinetobacter
nc 041883,gordonia terrae,NCBI_HR,1,0.0137585604661349,0.0624506774019473,-0.98451815726159,0,gordonia terrae,gordonia
nc 041882,mycobacterium smegmatis,NCBI_HR,1,0.0284334677027969,0.0937385615844152,-1.04970852328476,1,mycobacterium smegmatis,mycobacterium
nc 041881,pseudomonas putida,NCBI_HR,1,0.143366846907594,0.188896104538604,-8.8712436586526,0,pseudomonas putida,pseudomonas
nc 041880,pseudomonas putida,NCBI_HR,1,0.192881389950384,0.29058667344712,-16.3749216434894,0,pseudomonas putida,pseudomonas
nc 041878,pectobacterium carotovorum,NCBI_HR,1,0.29784093383167,0.345624706541303,-15.8498285562455,0,pectobacterium carotovorum,pectobacterium
nc 041877,pseudomonas aeruginosa,NCBI_HR,1,0.184098872972991,0.277424154037092,-11.2394617268748,1,pseudomonas aeruginosa,pseudomonas
nc 041874,escherichia coli,NCBI_HR,1,0.0977773249937844,0.205566354388619,-5.21145052123045,0,escherichia coli,escherichia
nc 026605,mycobacterium smegmatis,NCBI_HR,1,0.064849765440035,0.135918408319309,-0.309418688215416,1,mycobacterium smegmatis,mycobacterium
nc 026589,mycobacterium smegmatis,NCBI_HR,1,0.0344430681190487,0.0877528853387088,-1.75586581940608,1,mycobacterium smegmatis,mycobacterium
nc 014901,mycobacterium smegmatis,NCBI_HR,1,0.0713272594150809,0.153174305228796,-5.61654967749732,1,mycobacterium smegmatis,mycobacterium
nc 007917,clostridium difficile,NCBI_HR,1,0.0855022590482129,0.167477324927925,0.009953795069677,1,clostridium difficile,clostridium
nc 008371,lactococcus lactis,NCBI_HR,1,0.143326448387913,0.266854873033759,-0.054780178078552,0,lactococcus lactis,lactococcus
nc 008370,lactococcus lactis,NCBI_HR,1,0.129794051152456,0.254419309023364,-1.11416544871594,0,lactococcus lactis,lactococcus
nc 008364,lactococcus lactis,NCBI_HR,1,0.290116436764906,0.348145308947823,2.10100667381245,0,lactococcus lactis,lactococcus
nc 008363,lactococcus lactis,NCBI_HR,1,0.137048603765907,0.265889929171232,-0.318062228203594,0,lactococcus lactis,lactococcus
nc 008265,clostridium perfringens,NCBI_HR,1,0.0898696321317499,0.166420702017497,-0.384165731078248,1,clostridium perfringens,clostridium
nc 008193,pasteurella multocida,NCBI_HR,1,0.122677251161006,0.213599954923839,1.79075954303338,1,pasteurella multocida,pasteurella
nc 008208,aeromonas salmonicida,NCBI_HR,1,0.14954994306151,0.243617140331767,-17.4853152718473,0,aeromonas salmonicida,aeromonas
nc 008201,mannheimia haemolytica,NCBI_HR,1,0.0244458283572936,0.100302671484067,0.468690261967332,1,mannheimia haemolytica,mannheimia
nc 008152,escherichia coli,NCBI_HR,1,0.459588620448875,0.421552763783215,-5.5231409523582,0,escherichia coli,escherichia
nc 007967,streptomyces aureofaciens,NCBI_HR,1,0.0408520484702382,0.104665699602944,-1.42728086832814,1,streptomyces aureofaciens,streptomyces
nc 005083,vibrio parahaemolyticus,NCBI_HR,1,0.124421686766509,0.182299037282301,-2.71585832755708,0,vibrio parahaemolyticus,vibrio
nc 005091,burkholderia cepacia,NCBI_HR,1,0.0327806161733242,0.105571138188941,-6.0686643146993,0,burkholderia cepacia,burkholderia
nc 007924,lactobacillus gasseri,NCBI_HR,1,0.0929237438603975,0.190472748163795,1.92176526439177,1,lactobacillus gasseri,lactobacillus
nc 007603,escherichia coli,NCBI_HR,1,0.173022834236377,0.260676479988256,-6.48775485395202,1,escherichia coli,escherichia
nc 007821,escherichia coli,NCBI_HR,1,0.267035971069028,0.379878736737833,-5.94509605560807,0,escherichia coli,escherichia
nc 007817,escherichia coli,NCBI_HR,1,0.354406108514927,0.403459057897631,-5.01758379992566,0,escherichia coli,escherichia
nc 007856,escherichia coli,NCBI_HR,1,0.356670499228968,0.392935144485229,-5.54620210105581,0,escherichia coli,escherichia
nc 007902,sodalis glossinidius,NCBI_HR,1,0.0342366715441328,0.114934788404007,-3.87272439214686,1,sodalis glossinidius,sodalis
nc 007810,pseudomonas aeruginosa,NCBI_HR,1,0.0897347633345058,0.178234891153376,-11.5362012023465,0,pseudomonas aeruginosa,pseudomonas
nc 007809,pseudomonas aeruginosa,NCBI_HR,1,0.241325323284765,0.288572441021674,-2.01622788431808,1,pseudomonas aeruginosa,pseudomonas
nc 007808,pseudomonas aeruginosa,NCBI_HR,1,0.391174150660794,0.409032111213015,-21.6964389489916,1,pseudomonas aeruginosa,pseudomonas
nc 007807,pseudomonas aeruginosa,NCBI_HR,1,0.40641574228665,0.418233149629871,-21.5864274632512,0,pseudomonas aeruginosa,pseudomonas
nc 007806,pseudomonas aeruginosa,NCBI_HR,1,0.290137873504983,0.353480174032664,-12.9203895306484,0,pseudomonas aeruginosa,pseudomonas
nc 007805,pseudomonas aeruginosa,NCBI_HR,1,0.051257448079284,0.127295208137213,-4.39655822404561,1,pseudomonas aeruginosa,pseudomonas
nc 007814,bacillus anthracis,NCBI_HR,1,0.0862254656867282,0.213402150241591,-0.414770249345182,1,bacillus anthracis,bacillus
nc 007637,escherichia coli,NCBI_HR,1,0.454983266208731,0.426164314878658,-5.71726117687476,0,escherichia coli,escherichia
nc 008464,escherichia coli,NCBI_HR,1,0.0601723769338409,0.121135565894011,-1.70337507552649,1,escherichia coli,escherichia
nc 007145,burkholderia pseudomallei,NCBI_HR,1,0.0164352327250692,0.0653087692207076,-3.36001514847321,1,burkholderia pseudomallei,burkholderia
nc 008575,ralstonia solanacearum,NCBI_HR,1,0.0709311141433739,0.251873799021163,-4.25794352395619,1,ralstonia solanacearum,ralstonia
nc 008689,staphylococcus aureus,NCBI_HR,1,0.115687298713855,0.226100526663782,0.578019134106668,1,staphylococcus aureus,staphylococcus
nc 009604,burkholderia cenocepacia,NCBI_HR,1,0.011800166142533,0.0632064130425333,-3.17353293263493,0,burkholderia cenocepacia,burkholderia
nc 009554,lactobacillus delbrueckii,NCBI_HR,1,0.0981997795730216,0.195586378561716,-2.24859992134663,1,lactobacillus delbrueckii,lactobacillus
nc 009551,leptolyngbya foveolarum,NCBI_HR,1,0.610237764783305,0.522633384952609,-4.53198034613872,0,leptolyngbya foveolarum,leptolyngbya
nc 009235,burkholderia pseudomallei,NCBI_HR,1,0.0220630725810738,0.0826571634615529,-7.72931118058109,1,burkholderia pseudomallei,burkholderia
nc 009540,escherichia coli,NCBI_HR,1,0.0627750697705371,0.179943309124545,-8.09075705545253,0,escherichia coli,escherichia
nc 009541,propionibacterium acnes,NCBI_HR,1,0.25617886119037,0.350650913882835,-6.00457037843995,1,propionibacterium acnes,propionibacterium
nc 009526,staphylococcus aureus,NCBI_HR,1,0.173194987377799,0.24759770742763,1.21257817751196,1,staphylococcus aureus,staphylococcus
nc 009514,escherichia coli,NCBI_HR,1,0.0710579257492795,0.129483916998255,-1.6540569054686,1,escherichia coli,escherichia
nc 009447,burkholderia cepacia,NCBI_HR,1,0.103710497893869,0.199697132488421,-10.413305192365,0,burkholderia cepacia,burkholderia
nc 009382,ralstonia solanacearum,NCBI_HR,1,0.0362300281151605,0.100820414963442,-1.51847248865873,1,ralstonia solanacearum,ralstonia
nc 009237,burkholderia thailandensis,NCBI_HR,1,0.0293588242885813,0.0954017790850348,-4.57732904517772,1,burkholderia thailandensis,burkholderia
nc 009234,burkholderia thailandensis,NCBI_HR,1,0.0143941413561397,0.0616783513950868,-2.19906312348212,1,burkholderia thailandensis,burkholderia
nc 009236,burkholderia pseudomallei,NCBI_HR,1,0.0135708918772184,0.0628665728501426,-3.56135971888254,1,burkholderia pseudomallei,burkholderia
nc 009231,clostridium difficile,NCBI_HR,1,0.0674730139965781,0.149954598563748,-0.0368541991951865,1,clostridium difficile,clostridium
nc 009018,streptococcus dysgalactiae,NCBI_HR,1,0.0884967213238578,0.177123752097186,-1.98603339457008,1,streptococcus dysgalactiae,streptococcus
nc 009015,burkholderia ambifaria,NCBI_HR,1,0.0509125680219433,0.111265149592762,-10.8875787013684,0,burkholderia ambifaria,burkholderia
nc 009016,vibrio parahaemolyticus,NCBI_HR,1,0.123179466794547,0.237476194267205,11.6367827677847,0,vibrio parahaemolyticus,vibrio
nc 009014,erwinia amylovora,NCBI_HR,1,0.360409142853271,0.375708714372311,-3.76367511727813,0,erwinia amylovora,erwinia
nc 008799,staphylococcus aureus,NCBI_HR,1,0.16335786851083,0.247617629698603,2.00847544926116,1,staphylococcus aureus,staphylococcus
nc 008798,staphylococcus aureus,NCBI_HR,1,0.150607542626427,0.243937479329664,1.388881865119,1,staphylococcus aureus,staphylococcus
nc 008723,staphylococcus epidermidis,NCBI_HR,1,0.269654541881057,0.286807036193552,2.61636587774094,1,staphylococcus epidermidis,staphylococcus
nc 008722,staphylococcus epidermidis,NCBI_HR,1,0.250869457546457,0.282941449349202,2.38324990568982,0,staphylococcus epidermidis,staphylococcus
nc 008717,pseudomonas aeruginosa,NCBI_HR,1,0.0636335931171552,0.142187718849315,-2.21504855820758,1,pseudomonas aeruginosa,pseudomonas
nc 008720,escherichia coli,NCBI_HR,1,0.456154073618415,0.400639701668917,-9.46640221737986,0,escherichia coli,escherichia
nc 008694,yersinia pestis,NCBI_HR,1,0.570759585999916,0.494860797516528,-0.4457982754273,0,yersinia pestis,yersinia
nc 007623,pseudomonas aeruginosa,NCBI_HR,1,0.461721433335739,0.396312798850379,-17.1527855456781,1,pseudomonas aeruginosa,pseudomonas
nc 007581,clostridium botulinum,NCBI_HR,1,0.0650263877549517,0.152146106804522,-1.96392206199835,1,clostridium botulinum,clostridium
nc 007804,escherichia coli,NCBI_HR,1,0.0531358721517225,0.133942317077077,-1.79843699684471,0,escherichia coli,escherichia
nc 005859,escherichia coli,NCBI_HR,1,0.277604444139897,0.291544914776296,-11.5005939785323,1,escherichia coli,escherichia
nc 002371,salmonella enterica,NCBI_HR,1,0.100718056877831,0.182938215794438,-4.87582036572392,1,salmonella enterica,salmonella
nc 005948,vibrio parahaemolyticus,NCBI_HR,1,0.0854924780051208,0.287255508166617,0.346938551341836,1,vibrio parahaemolyticus,vibrio
nc 005893,lactobacillus casei,NCBI_HR,1,0.0821292599190648,0.168429741248594,-3.43461649124479,1,lactobacillus casei,lactobacillus
nc 005887,burkholderia cepacia,NCBI_HR,1,0.0064787662369447,0.0519932304302793,-1.51350783773979,1,burkholderia cepacia,burkholderia
nc 005884,pseudomonas aeruginosa,NCBI_HR,1,0.394034832862388,0.411313140829984,-21.1151353890855,0,pseudomonas aeruginosa,pseudomonas
nc 005891,vibrio cholerae,NCBI_HR,1,0.113260854089327,0.235758441560002,2.9214240639708,0,vibrio cholerae,vibrio
nc 005879,vibrio cholerae,NCBI_HR,1,0.105815504451928,0.235843400402308,2.99463056329594,0,vibrio cholerae,vibrio
nc 005342,burkholderia cepacia,NCBI_HR,1,0.0132195211458912,0.0630109432957449,-3.27247589192638,1,burkholderia cepacia,burkholderia
nc 004333,burkholderia cepacia,NCBI_HR,1,0.0130290676960014,0.0625226775493911,-3.37706257441092,1,burkholderia cepacia,burkholderia
nc 005263,burkholderia cenocepacia,NCBI_HR,1,0.0128434865316021,0.0635170053255055,-3.17340755603496,0,burkholderia cenocepacia,burkholderia
nc 002661,staphylococcus aureus,NCBI_HR,1,0.123113327784901,0.212312794955525,0.42181603986689,1,staphylococcus aureus,staphylococcus
nc 005857,klebsiella oxytoca,NCBI_HR,1,0.0434221972423454,0.120846506024964,-4.41195012999199,1,klebsiella oxytoca,klebsiella
nc 005856,escherichia coli,NCBI_HR,1,0.0256880878836818,0.0873161824745456,-3.45922773900496,1,escherichia coli,escherichia
nc 007501,lactobacillus rhamnosus,NCBI_HR,1,0.104442794608442,0.185367747459967,-2.41040286605343,1,lactobacillus rhamnosus,lactobacillus
nc 005841,salmonella typhimurium,NCBI_HR,1,0.117573528768257,0.201720768015865,-4.72723490886513,1,salmonella typhimurium,salmonella
nc 005833,escherichia coli,NCBI_HR,1,0.0991098570417382,0.210481528202077,-5.21794787456243,0,escherichia coli,escherichia
nc 005822,lactococcus lactis,NCBI_HR,1,0.0503900090325719,0.162341749316353,0.511000464441835,1,lactococcus lactis,lactococcus
nc 005357,bordetella bronchiseptica,NCBI_HR,1,0.0495124652159499,0.120934636924358,-2.70950286546881,1,bordetella bronchiseptica,bordetella
nc 005354,lactobacillus johnsonii,NCBI_HR,1,0.0493226487801545,0.15492089665248,-0.215313534493013,1,lactobacillus johnsonii,lactobacillus
nc 005355,lactobacillus johnsonii,NCBI_HR,1,0.0514729027492685,0.159133231962592,0.228520054624788,1,lactobacillus johnsonii,lactobacillus
nc 005344,shigella flexneri,NCBI_HR,1,0.0772548890992826,0.155229842390322,-3.42136711407854,1,shigella flexneri,shigella
nc 004664,streptomyces lividans,NCBI_HR,1,0.198117849092832,0.330603840752041,-9.39970822392208,0,streptomyces lividans,streptomyces
nc 005258,bacillus thuringiensis,NCBI_HR,1,0.246904032838034,0.355377380456307,4.44808496963648,1,bacillus thuringiensis,bacillus
nc 005260,aeromonas hydrophila,NCBI_HR,1,0.228007956682208,0.324494782188467,-18.7694776378534,0,aeromonas hydrophila,aeromonas
nc 005135,aeromonas salmonicida,NCBI_HR,1,0.185804106757578,0.25364422925821,-14.6443735690416,0,aeromonas salmonicida,aeromonas
nc 005069,yersinia enterocolitica,NCBI_HR,1,0.0339993537401657,0.13388742081244,-2.69785183205475,1,yersinia enterocolitica,yersinia
nc 006294,vibrio cholerae,NCBI_HR,1,0.17045363090978,0.325077353095301,-3.18488971262337,1,vibrio cholerae,vibrio
nc 006548,pseudomonas aeruginosa,NCBI_HR,1,0.0332917991613993,0.111968566144865,-3.31996298300079,1,pseudomonas aeruginosa,pseudomonas
nc 006552,pseudomonas aeruginosa,NCBI_HR,1,0.0236813507029641,0.0914123695722311,-3.30775223827207,1,pseudomonas aeruginosa,pseudomonas
nc 006557,bacillus clarkii,NCBI_HR,1,0.080216457854832,0.193276913076407,-0.374355408894701,1,bacillus clarkii,bacillus
nc 007497,burkholderia cepacia,NCBI_HR,1,0.0188556379964787,0.0859916806195945,-5.16827758979333,1,burkholderia cepacia,burkholderia
nc 007458,bacillus cereus,NCBI_HR,1,0.0838457594193986,0.21046958000843,-0.0526281351443956,1,bacillus cereus,bacillus
nc 007291,escherichia coli,NCBI_HR,1,0.195062664123105,0.259340420755177,-6.76971460857546,0,escherichia coli,escherichia
nc 007064,staphylococcus aureus,NCBI_HR,1,0.178397479567509,0.262114480623042,2.83096556589094,1,staphylococcus aureus,staphylococcus
nc 007063,staphylococcus aureus,NCBI_HR,1,0.174668287595952,0.263013279370994,2.57935862906891,1,staphylococcus aureus,staphylococcus
nc 007062,staphylococcus aureus,NCBI_HR,1,0.181397246552708,0.265029464193457,2.64314233606794,1,staphylococcus aureus,staphylococcus
nc 007061,staphylococcus aureus,NCBI_HR,1,0.169085210948774,0.258729080101087,2.48395641826891,1,staphylococcus aureus,staphylococcus
nc 007059,staphylococcus aureus,NCBI_HR,1,0.171655103343134,0.247185735379967,2.34857466882823,1,staphylococcus aureus,staphylococcus
nc 007058,staphylococcus aureus,NCBI_HR,1,0.166979170760834,0.25044255438915,2.16910984501023,1,staphylococcus aureus,staphylococcus
nc 007057,staphylococcus aureus,NCBI_HR,1,0.16557897732261,0.244389186046226,2.11724366876903,1,staphylococcus aureus,staphylococcus
nc 007056,staphylococcus aureus,NCBI_HR,1,0.156961936014795,0.254979255971913,3.10069678437387,1,staphylococcus aureus,staphylococcus
nc 007054,staphylococcus aureus,NCBI_HR,1,0.127749037590319,0.212142935949052,0.568583178907183,1,staphylococcus aureus,staphylococcus
nc 007052,staphylococcus aureus,NCBI_HR,1,0.121962018774591,0.20227919481701,0.83962589721456,1,staphylococcus aureus,staphylococcus
nc 007051,staphylococcus aureus,NCBI_HR,1,0.142396981525718,0.240983126558761,4.02555525100528,1,staphylococcus aureus,staphylococcus
nc 007049,staphylococcus aureus,NCBI_HR,1,0.170115095188236,0.245265033622023,1.18641862592234,1,staphylococcus aureus,staphylococcus
nc 007048,staphylococcus aureus,NCBI_HR,1,0.160577192257308,0.244082660797185,1.41160352265602,1,staphylococcus aureus,staphylococcus
nc 007046,staphylococcus aureus,NCBI_HR,1,0.170616746958288,0.268374886547045,-3.60323531198868,0,staphylococcus aureus,staphylococcus
nc 007045,staphylococcus aureus,NCBI_HR,1,0.155957301252705,0.327000158959889,-1.47352360575949,1,staphylococcus aureus,staphylococcus
nc 007050,staphylococcus aureus,NCBI_HR,1,0.161648454923692,0.244272316957269,1.69607716380619,1,staphylococcus aureus,staphylococcus
nc 007065,staphylococcus aureus,NCBI_HR,1,0.196491850290889,0.274915594304793,3.06708393429779,1,staphylococcus aureus,staphylococcus
nc 007024,xanthomonas campestris,NCBI_HR,1,0.173917700099772,0.245866547500382,-11.4560700574463,0,xanthomonas campestris,xanthomonas
nc 007022,aeromonas salmonicida,NCBI_HR,1,0.186855996258841,0.252874862867597,-14.6116665787699,0,aeromonas salmonicida,aeromonas
nc 007019,streptococcus thermophilus,NCBI_HR,1,0.149557229554331,0.255000487535087,0.95721531861448,1,streptococcus thermophilus,streptococcus
nc 006949,salmonella typhimurium,NCBI_HR,1,0.102083384436087,0.173496218924361,-3.56508523107448,1,salmonella typhimurium,salmonella
nc 003287,escherichia coli,NCBI_HR,1,0.24407430056638,0.36824229812289,-10.0337149329298,0,escherichia coli,escherichia
nc 009643,actinomyces naeslundii,NCBI_HR,1,0.395518647855264,0.437762375608659,-18.9411789364948,0,actinomyces naeslundii,actinomyces
nc 005131,ralstonia pickettii,NCBI_HR,1,0.0751033630463111,0.285615776813608,-8.95071281989392,0,ralstonia pickettii,ralstonia
nc 026017,salmonella paratyphi,NCBI_HR,1,0.131011936391783,0.233395933889622,-1.66312143470812,0,salmonella paratyphi,salmonella
nc 011611,pseudomonas aeruginosa,NCBI_HR,1,0.059979367208107,0.14253250739057,-1.96574453909351,1,pseudomonas aeruginosa,pseudomonas
nc 012697,ruegeria pomeroyi,NCBI_HR,1,0.265062533559178,0.316897433212417,-16.3064381636975,0,ruegeria pomeroyi,ruegeria
nc 012663,lactococcus lactis,NCBI_HR,1,0.294692427048563,0.318647343634967,-0.613878503369058,0,lactococcus lactis,lactococcus
nc 012662,vibrio parahaemolyticus,NCBI_HR,1,0.30885387591418,0.340085356265264,3.79349586516172,0,vibrio parahaemolyticus,vibrio
nc 004462,thermus thermophilus,NCBI_HR,1,0.0758149754721932,0.175145676228499,-3.50025802161369,1,thermus thermophilus,thermus
nc 012418,pseudomonas aeruginosa,NCBI_HR,1,0.167410759064894,0.214184005306802,-3.61130967155962,1,pseudomonas aeruginosa,pseudomonas
nc 012027,mycobacterium smegmatis,NCBI_HR,1,0.0601854397182136,0.116903936829297,0.081121981032922,0,mycobacterium smegmatis,mycobacterium
nc 011976,salmonella enterica,NCBI_HR,1,0.120642342487523,0.189504790329092,-4.7024151550394,1,salmonella enterica,salmonella
nc 011811,erwinia amylovora,NCBI_HR,1,0.354369719061386,0.359962911641948,-9.78927562155278,0,erwinia amylovora,erwinia
nc 011802,salmonella enterica,NCBI_HR,1,0.114971591410645,0.188518066402869,-4.98117354238177,1,salmonella enterica,salmonella
nc 011801,lactobacillus jensenii,NCBI_HR,1,0.0816177207658535,0.171991980219681,2.60418449278274,1,lactobacillus jensenii,lactobacillus
nc 011810,pseudomonas aeruginosa,NCBI_HR,1,0.0906135009024189,0.182896742414871,-11.5515464226646,0,pseudomonas aeruginosa,pseudomonas
nc 011756,pseudomonas aeruginosa,NCBI_HR,1,0.0876185847589588,0.17376988407237,-10.8976086437737,1,pseudomonas aeruginosa,pseudomonas
nc 011614,staphylococcus aureus,NCBI_HR,1,0.172393309007232,0.253366863069503,2.02220046186204,1,staphylococcus aureus,staphylococcus
nc 011291,mycobacterium smegmatis,NCBI_HR,1,0.0464734895778905,0.0981124603607542,-0.630594218642074,1,mycobacterium smegmatis,mycobacterium
nc 011612,staphylococcus aureus,NCBI_HR,1,0.116047709826613,0.196051440225202,0.355295125424746,1,staphylococcus aureus,staphylococcus
nc 011523,bacillus anthracis,NCBI_HR,1,0.270814614589861,0.343882926224037,3.29146896377095,0,bacillus anthracis,bacillus
nc 011398,clostridium difficile,NCBI_HR,1,0.0687061851831332,0.15245549544239,0.56385967822618,1,clostridium difficile,clostridium
nc 011373,pseudomonas aeruginosa,NCBI_HR,1,0.0561913882723541,0.172765473017119,-10.2159070784373,1,pseudomonas aeruginosa,pseudomonas
nc 011357,escherichia coli,NCBI_HR,1,0.0697301187067795,0.127515883333276,0.145176704811234,1,escherichia coli,escherichia
nc 011356,escherichia coli,NCBI_HR,1,0.072018234473445,0.132438725112821,0.352807617257113,1,escherichia coli,escherichia
nc 011344,staphylococcus aureus,NCBI_HR,1,0.124215251234191,0.203199323075678,0.150568350077776,1,staphylococcus aureus,staphylococcus
nc 011289,mycobacterium smegmatis,NCBI_HR,1,0.0753306182514443,0.155329604146032,-6.18357757976825,0,mycobacterium smegmatis,mycobacterium
